candidate_pool_key	audit_case_key	audit_split_code	concept_key	concept_type_code	retrieved_by_baselines_json	baseline_ranks_json	best_retrieval_tier_code	best_tier_order	best_candidate_rank	retrieval_status_codes_json	matched_expression_identity_sha256s_json	signal_ledger_by_baseline_json	signal_ledger_sha256
audit_candidate.round2b.sha256_b05353284920cf66cee1fc308099665916e808db51f5ca2a7d9123aff04ff733	audit_case.round2b.sha256_5ebe9afa96dcdccc2350ab5fe6d5bc149319e1294ff58f23500496fa977eee3a	development	category.orchard_fruit	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.cherry"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.cherry"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	a59ff85582386eb830afd92e3774f2c41c799fad028caae032d6a7b0258514b8
audit_candidate.round2b.sha256_268f93f064dc4fbf73f8e18a239f6cef5175fcea7ad0e3dc85b83b2a7e043660	audit_case.round2b.sha256_604c766f589543c628a84760ed81e9218ffcefe4faeb736debfc8f3840fa28d0	held_out	sensory.grape	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""e60471b51b521ef1161d30129c51b1121fd2853ca2f6ca268fa887617f81e5b5""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_2e029a49a8601a729e0cf5dcc2fb3e58eae4e3ae78ac48f95319412cdd1b1e3c	audit_case.round2b.sha256_604c766f589543c628a84760ed81e9218ffcefe4faeb736debfc8f3840fa28d0	held_out	category.fruit	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.grape"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.grape"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	477f3e8209cd077a11f08e1d3f52877aa691edc049baebbcf6e3184852213a18
audit_candidate.round2b.sha256_aca3d5b115eb930334c615acdb2df145a60f87a45e4a8677bcb3b5e03618c27a	audit_case.round2b.sha256_61125d14ab7ba1a24ade7b347cdcd955c0340988bbd6e5efae111f6a6340cb61	held_out	sensory.mango	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""4195425488602b11edea7d5f0135c7166357c328ea87f3b76f04fbdbbbf6993c""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_7f6c14ed65595f3193f7de71111853c20cc61caf2574ed13e48367fa3a94070b	audit_case.round2b.sha256_61125d14ab7ba1a24ade7b347cdcd955c0340988bbd6e5efae111f6a6340cb61	held_out	category.tropical_fruit	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.mango"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.mango"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	ce243b67a89e6b20ac997454b9c0a835096e85428fbef52afb356370630f13a1
audit_candidate.round2b.sha256_14338cbe2374ae5099302e076a9bff5aebdd6648df8e79c1cc639f2e805b8170	audit_case.round2b.sha256_69d2c97257d1004d91a00c7f9104a69672cf0419d887d1d99bd2caff22c6cf94	held_out	sensory.earthy	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""369e8fff99821bf13ed5077c85d21ea367476c037e68b9a9aa67eb76557a04a7""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_ab252ad8bb8885b95d2e46af8ef9b257a9434ecf41de6c293b2006766ba0c6b4	audit_case.round2b.sha256_69d2c97257d1004d91a00c7f9104a69672cf0419d887d1d99bd2caff22c6cf94	held_out	category.earth_wood	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.earthy"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.earthy"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	4d8084eabc9c2a7cda831112d323527ce0f1da6b81f7adce9daff124db007898
audit_candidate.round2b.sha256_dd9eb4416b255dcaa60b4d0964463b80ca7166cc03a1cf36d616f98c16e4166c	audit_case.round2b.sha256_6d7d2adc846f22b381b40680af9587266411505ac13d4d079eae761eda5e10c1	development	sensory.anise	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""e9975f1390a320055c0d1740c25b9d56f4eb5526c2bc94999485a56fdbc820db""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_6ee6944f35f8ca6a0a87f0223f0aa89ec720eb46c353726b62866dc37bacd83f	audit_case.round2b.sha256_6d7d2adc846f22b381b40680af9587266411505ac13d4d079eae761eda5e10c1	development	category.spice	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.anise"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.anise"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	df8eb7115ca2639fec0e0c65ac282c35152b0e93ab33856a9cc2a059cc6851bc
audit_candidate.round2b.sha256_d7b8852484e86808ee2483b515294c2b9681eab6adfb8040eca7de94034d0b15	audit_case.round2b.sha256_6e279a3212968f1bcd8dc92ff5ac5ea5c547a803cd403f6c6f592392fc0ba528	held_out	sensory.jasmine	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""267705c0691d929bfd7ddab2da658dd749e8dc01ab414a24855895afbb8aaa5e""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_9ee4ff2ec7a655219374e228e9aa865982808757682d908c8e763ad634d3384e	audit_case.round2b.sha256_6e279a3212968f1bcd8dc92ff5ac5ea5c547a803cd403f6c6f592392fc0ba528	held_out	category.floral	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.jasmine"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.jasmine"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	b76f7c51a9d53993996d97a48cb64c304b37da1f627ccf6f0c943527c314a5b3
audit_candidate.round2b.sha256_d760c9bdc305ff286cb6e059cab8e99372454e896055b093c66222a493b2c0a7	audit_case.round2b.sha256_76cbf1f9e24f7870cb6f6cf31b8c6896d2fcc33be8304f35afef5975a9f8910a	held_out	sensory.black_tea	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""837c404255ffb9e729dafd135234fef6b609127dd222396268e36a5b3ebe8e58""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_d764fc4ac9ff0402281d46149a650568f50a13f603fdd2388d7504f3329b4ce6	audit_case.round2b.sha256_76cbf1f9e24f7870cb6f6cf31b8c6896d2fcc33be8304f35afef5975a9f8910a	held_out	category.tea	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.black_tea"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.black_tea"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	f88c77c34977795f2275d0f413424c0b6ffdd63dadd5d3f53f7a3a01e856a33a
audit_candidate.round2b.sha256_e61149d7b228c60da9bcdd9928b6138f8388ea6600aab16208b5bd39214b2778	audit_case.round2b.sha256_77209443af67e907732dff608740bbc3b8069382b6d720249a2004d9b3efdd77	development	sensory.lime	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""e864a039039688f592f75d326eac92ef1398ecfb90a6b132fc6159db6feab568""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_d6ed3c94ce13c2901918544b6cfafc14612fb08f1f1979d3c1429a3dfcbd6415	audit_case.round2b.sha256_77209443af67e907732dff608740bbc3b8069382b6d720249a2004d9b3efdd77	development	category.citrus	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.lime"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.lime"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	1cc349103c86870455165a0ac63c8d4afda40fb25d1564c399814763bcfca5f2
audit_candidate.round2b.sha256_cca1a8dac7f86f0982afff4578cfb669d29b6cafd161c739eeafcf017de8db04	audit_case.round2b.sha256_813af06bf4d46195dd802bae284307e5ff5ca24da9d9aed88c99e78b96194bde	held_out	sensory.grapefruit	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""aa17ac71abaf86e342596a83031d6e75b1d3a8f480e1587ee80d7c6fb7f32e96""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_0252921b11aa468bebe50a5b9e9ba9e40552cc25aa671cf41d8e2355305a51bd	audit_case.round2b.sha256_813af06bf4d46195dd802bae284307e5ff5ca24da9d9aed88c99e78b96194bde	held_out	category.citrus	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.grapefruit"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.grapefruit"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	b3162244daaf04eb60c04e3b65a6cd1282a2551a29f5e791959f8a6ab4805b3a
audit_candidate.round2b.sha256_470a7d164c3b669410b7a9cbcd480ad9b22a59f88e25d4adeeb111c040b470e1	audit_case.round2b.sha256_8e9c9fbf992ac68bde8b81d924a5748ca0dda23c81631529514b4520905caecf	development	sensory.ginger	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""ea145c777ec03b64831cf3871d3513ca46956c6c4b83c69d5233f2cbfbf03785""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_b7c2fe14b0f6b7739a8634bf470d5a7178b4d8199167cef193985e855702091e	audit_case.round2b.sha256_8e9c9fbf992ac68bde8b81d924a5748ca0dda23c81631529514b4520905caecf	development	category.spice	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.ginger"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.ginger"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	b3e4aa2cfd0d30d331b76235a921749f983bd59eab4fb3c22514ec01455e9d5e
audit_candidate.round2b.sha256_cdf6f06ebfd2101895354efd462c187ea304b4fb3c031514ad6c403b56186ca3	audit_case.round2b.sha256_8ff9bedac1ed523bd61e597b8173931273482be2097b9e44b31ff5e988f72c66	held_out	sensory.blackberry	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""567f121a91dc6823e832b3ba72fa95fcf8de83f40e0363874ba8a4be9d4d717c""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_b1ab6b74a8f4311d0e236c8ae04b5b4a69fde18d4f68f5a46436acd4e1fb0ac7	audit_case.round2b.sha256_8ff9bedac1ed523bd61e597b8173931273482be2097b9e44b31ff5e988f72c66	held_out	category.berry	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.blackberry"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.blackberry"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	593ee183324f6e7e5d089ad7d3289bd38746252911ddd3a445af9ad359330932
audit_candidate.round2b.sha256_4b36b87dea2323d5f5674b892ecca3fe6240f9dae408a9fd3c2b9299a1923204	audit_case.round2b.sha256_94c952d70aba4434b1223050720a4ce669fb036354846436b62556e3b7fb7360	held_out	composite.earl_grey	composite_reference	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""fcbfdfc5c4bf0cb619ae1cf5a830536a28b19f5e41443fae73bc160c143832ac""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
