human_audit_item_id	audit_sequence	descriptor_assertion_id	source_family_id	source_artifact_id	effective_record_id	coffee_identity_id	year_id	publication_layer	source_native_form_id	restricted_source_pointer	machine_disposition	machine_output_atom_ids	machine_mapping_states	machine_concept_cluster_ids	collection_tier	blind_review_order_sha256	reviewer_id	human_disposition	human_split_count	human_concept_decision	human_error_category	human_review_note	human_reviewed_at
human-semantic-audit:85a6d9d4a00d622b5dec1af5	738	assertion-b2:45aa8f65f32ca4ed10a45115	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:34092cb3c77ba8349fb48511	coffee-b2:581da3c376a60054c6e432a3	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:e6777f085398cad5955fee70	hash:sha256:e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	QUALITY_EVALUATION	cleaned-output-atom:1972b93cf23c424601b4fe4e	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:e1eec1b58b6758300360244a	GOLD	d656b8a095bcba15952d17661dbc85cd2633208080b8e4ed2aaf3d5076a3f921							
human-semantic-audit:85be96e446e70e903934e0d2	739	assertion-b2:ed216f6f685eef8648dd24f8	family.ace_cup_of_excellence	source-artifact:822c43efa65b5bef1d01c1f7	effective-b2:27f447d935fcb23fa2773234	coffee-b2:73b8c743842236fd2109f472	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:43ae4bc81a076740f37f4c29	restricted://post20k_extension/assertions/assertion-b2:ed216f6f685eef8648dd24f8	NON_DESCRIPTOR	cleaned-output-atom:bb73cbed027abe9581cc5b6c	NON_DESCRIPTOR	concept-cluster:7424e06fa788dd22fbaf4816	SILVER	d66dde1a698dab67e26580d3c52314889965ba7983b92105d4dc1307e58bd39e							
human-semantic-audit:24741e45abf096b4bc4d9859	740	assertion-b2:509a9f029d6b30b929992c7e	family.ace_cup_of_excellence	artifact-b2:8b0acd0713cfe836823f3582	effective-b2:7f201ec6c01fe0905fb8ba35	coffee-b2:56e0fd25cb22da94d271338b	year.2020	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:872bf483cf82a99880f30bc3	hash:sha256:7aa7f1a7ef667c95f9cdd329f9cbc1bcee80f889d8c9406b21f9202dbbb4a024	VALID_BROAD_SENSORY	cleaned-output-atom:33fdc70ee9acf924590132e3	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:85a01358939418c9214457ae	SILVER	d67c1285129539beb2e786aef2836fde346a5761fff6e704690eed0887287e03							
human-semantic-audit:65425beaa84f4884329cec64	741	assertion-b2:d8b5a26871bebc3e686e3621	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:90a4e9eb887aebc374cfb158	coffee-b2:00f490770631eeaf32f86375	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:e4378e9c551f7f9cc1539326	hash:sha256:b63a41f29ea82db54382e00513f515f6965081c8e04e6e14d78621aea88a7666	VALID_BROAD_SENSORY	cleaned-output-atom:ea0cd35f717a45b952d7f2f4	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:89815ab731cb2c2b38bd3f75	BRONZE	d681852c7a34a8e8579995229a2c77874fb269059225ce9fdc29a1810f4e1b60							
human-semantic-audit:6d1094a08c8e204dc26c33b4	742	assertion-b2:9fedeedd26b9f7f773bee65f	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:85ae192c8538dc858b662c0d	coffee-post20k:1e39e4ed95992050e9410cb7	year.2022	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:07a81f02b607fa1ad8dda6bb	restricted://post20k_extension/assertions/assertion-b2:9fedeedd26b9f7f773bee65f	VALID_STRICT_FLAVOR	cleaned-output-atom:71a3b509ddb8deb9346f8bf5	AMBIGUOUS_CONCEPT_BOUNDARY	concept-cluster:9e5d5d7a8c97ee4071468b15	GOLD	d6a2877111135d74b23b5bad044029b45c99bbe54c29b2c931fc64267f16be00							
human-semantic-audit:71d6157b79f0b5eb17cb56bd	743	assertion-b2:442734ad4f8eff1719069291	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:e6b8b1ebd3a29aa5fff2f0ac	coffee-b2:452407fdc659b8bac09982e2	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:099bbde85d2ab4f33035c0d4	hash:sha256:bbd3daad4889b4b327910dc68ed7c46e611a33429326409430933d762fd4a128	VALID_COMPOUND_PRESERVED	cleaned-output-atom:d04fe5c597a7a50b8b797e23	EXISTING_CANONICAL_EXACT	concept-cluster:9e3735e073075f3f9406dc80	GOLD	d6e58ef4fc11e16b6db7c61dec85a53174298ec7d239abcba10ee1ab9b85c48c							
human-semantic-audit:41cdd72a3971a1c874c97459	744	assertion-current:0d1727748bcbb7694019ffd7	family.ace_cup_of_excellence	capture-current:0716d43dedbfcb99393e7f81	effective-current:1cf75637c208a1513d29c617	coffee-current:1cf75637c208a1513d29c617	year.2009	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:26138f2ac4b2c2bb71aee05f	hash:sha256:aa56ed6fb422135994486c580bcc477b959101421e8aaf752532104779547de0	UNRESOLVED	cleaned-output-atom:86379e3bab2f27414217c669	UNRESOLVED	concept-cluster:a82cb8fb5745af4322c4acd9	SILVER	d72726d999bab1cd5715cc86b2c6a46cba7c4ffd49e1e12147f110f3d2311d50							
human-semantic-audit:1f2ce33df4d6c8b83f438ba9	745	assertion-b2:f0a99d5cd275c9e7b7fef4fc	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:b7fb9b562e4af14d74f5efdc	coffee-b2:a76d60288b9a2a4f2d34e0fa	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:ffbf4559cb6290960f1b1709	hash:sha256:8fd8b6b099fcc16ec6ad04dec98121f421752292dde14636fb2dad171ef3ac14	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:768d608ccd347b1c38c5290f	NON_DESCRIPTOR	concept-cluster:b17d6a1bb4174ae8afeff56a	GOLD	d7564c5df40123fb0cddc111257ce06c792f4de0fffa7a2630058831d9a6bd2d							
human-semantic-audit:4f1fb7e68da36caaa039b07f	746	assertion-b2:346dd42a23b5a422f5db7d2c	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:19e8da088c46ea1c5e0d1d40	coffee-b2:6ae2aec1f4c99b0e4b30e4b2	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:872bf483cf82a99880f30bc3	hash:sha256:395bbcd6c61213bd7a6f4e2423c263a04f6bcab28be3f387f1ca3d69fe00a85f	VALID_BROAD_SENSORY	cleaned-output-atom:da0cfec11ca47e3e74d2c5a6	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:85a01358939418c9214457ae	BRONZE	d76c22a11d8f53543f5617e5c13b7bb8a00bfd2372fd001b4e0aa22665a6c32b							
human-semantic-audit:2f06be32222c5ad0cb94719f	747	assertion-b2:13fbfe7186bae9bbe953ef5b	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:1065fbd77e95c84598f045dc	coffee-b2:922de578b8533d18e94776c4	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:21590d48f7427720b6ff9ad5	hash:sha256:38f33da0e66c4fbb7c8644f43659d876b4d350eae9c74c897a0c69d327506a94	VALID_STRICT_FLAVOR	cleaned-output-atom:26f2e55ba57f55fd2dfe3e0c	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:69b8fc64ee1c2f8bd0e8c864	BRONZE	d77784b196011348fa009e719ca3ed8f4ffa4bb7fbf47aa0132dc98adb48692e							
human-semantic-audit:42dba6c2f42d52f28a295013	748	assertion-b2:242852d627fbf88e3ea43786	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:699497e5f5d47f8c340d5ecf	coffee-post20k:46f0b5f56d055f2d00fd5a0d	year.2022	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:f97e9da0e3b879f0a9df979a	restricted://post20k_extension/assertions/assertion-b2:242852d627fbf88e3ea43786	NON_DESCRIPTOR	cleaned-output-atom:d6f385fedbbe7d34b45d7b40	NON_DESCRIPTOR	concept-cluster:253aa868967b741f0a564e37	GOLD	d7a1817331bd638f8f52a8f7a76e8525748c26a6983fa1cef484be94f9821f2c							
human-semantic-audit:d6e223c796f982687a623270	749	assertion-b2:4f05a1c29541e50d9cd75f48	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:f7dec3dc29f2b423cc995ce3	coffee-post20k:5af3315b6c238bd6b5f653ec	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:01e7c30f7fec479d601b6df8	restricted://post20k_extension/assertions/assertion-b2:4f05a1c29541e50d9cd75f48	MODIFIER_ONLY	cleaned-output-atom:7d625190203f82617a96445c	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	GOLD	d899b944ec39e9a652a3aa5f61563647f43827bb36463a177a44f47c182214ba							
human-semantic-audit:e3f471e3364f729454515625	750	assertion-current:a77909e71efcd9e3f536e226	family.ace_cup_of_excellence	capture-current:0716d43dedbfcb99393e7f81	effective-current:1cf75637c208a1513d29c617	coffee-current:1cf75637c208a1513d29c617	year.2009	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:8290c583738717f6ceea216b	hash:sha256:ff5bd5743b9b1cafdb91750d88653ee9e989b5b0887eec0ca6e35d33e3a6d9c1	UNRESOLVED	cleaned-output-atom:2f6975a54b72a0cf9557d637	UNRESOLVED	concept-cluster:a82cb8fb5745af4322c4acd9	SILVER	d8d7067315798c407b7570e103a70f642aa7e070696be036e438cefcd99e233d							
human-semantic-audit:6fa7b2ebaec333e59b603ecf	751	assertion-b2:335572765fa46122b42ebe99	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:7590a395f07302a34de4a330	coffee-b2:2e32ae4109f52ef519c5fbc7	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:c3e05536745a06158bf12fbb	hash:sha256:ac3f0bb01be2b57d7133da31473738262c6ee9d607ead917d222de2c85195481	VALID_COMPOUND_SPLIT	cleaned-output-atom:022d49d37245dd3ec267a0c0|cleaned-output-atom:57b57c26467ff0e04d841501	AMBIGUOUS_CONCEPT_BOUNDARY|MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:d8f5bf3545e22241cc971a44|concept-cluster:8622cc36e5b6369b4616a11c	BRONZE	d9014c790c33afe148da82024426a669497c419ceba525d53f3fd9dd62deafd0							
human-semantic-audit:c8226da812791973ad570586	752	assertion-b2:803ec7ca62788851fc3945c2	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:b543520a507e795e8b992ac8	coffee-b2:fc89a6936e715626623b8ad4	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:5137c8760c9411860cdc0ecc	hash:sha256:fa7d74af65930da6243784cb5a52bab0c0698ce07eeedbef6cd4deca3e0c4b65	MODIFIER_ONLY	cleaned-output-atom:73e5c674c94a9f60035b0e4f	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:f4667d8c54a242c4ffef007d	BRONZE	d954aa7c95b60ae9ac2abb9ac3b4924eb0480afb3d5b9ffdd2bb5c4bbb253f05							
human-semantic-audit:e1a4e9bfdbeda5b69b75f5f9	753	assertion-b2:59d04d8e866d88262544bf4c	family.ace_cup_of_excellence	source-artifact:3eefb671bcd1dc9711a0b12e	effective-b2:dee3188e52c9c22f7c1f4826	coffee-b2:597b17133d33eda35523a7ce	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:cd30349fc567320e79479fc5	restricted://post20k_extension/assertions/assertion-b2:59d04d8e866d88262544bf4c	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:ebc709e405aec4fe8273c656	NON_DESCRIPTOR	concept-cluster:2a0ea756032be2c8dab247ce	SILVER	d9551380701b2214634b24ff96413519ae2fc83bd2b4d50b0112d5481fd461b7							
human-semantic-audit:98d0a88b13d96aad04f89243	754	assertion-b2:5af09fc7460ce8c11341e5c6	family.ace_cup_of_excellence	artifact-b2:56da46df5130bffd7526734c	effective-b2:3fbe413ebe16b4d9a74f828b	coffee-b2:ebfadd546c3377909eac0010	year.2020	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:01e7c30f7fec479d601b6df8	hash:sha256:6c65ec80b800d82f614f48a6911788cd4ff6149d43495abfe798dc64754f8948	MODIFIER_ONLY	cleaned-output-atom:ac30b5fce6666b187fb25be2	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	SILVER	d9824e1c3ac1e9ed43ce995d620b99f9126bf1acee20a497c862f531803e4d73							
human-semantic-audit:da4dc7ecd69721babd3373f2	755	assertion-b2:da271c6b901288cef484f1f0	family.ace_cup_of_excellence	source-artifact:18d2b0de23e2804a772ef8bc	effective-b2:aea1a7e5918bf822ebbf1b77	coffee-b2:18bba6b76df1b322e2df6f5a	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:cb2ad2f5b06e067fb1e9b486	restricted://post20k_extension/assertions/assertion-b2:da271c6b901288cef484f1f0	VALID_COMPOUND_PRESERVED	cleaned-output-atom:043be17fcd2ad1324469beb8	EXISTING_CANONICAL_EXACT	concept-cluster:d2f7359bb44630f029238163	SILVER	d987614945944a0f9e3b8d32c062716c2d8044bb71d608c6ce33fa32313a793b							
human-semantic-audit:be3987f40ada1c70b983a0b9	756	assertion-b2:08be82b6102ba9eeeeff189c	family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	effective-b2:eb1e09cd9316c31ece5cc8de	coffee-b2:62598d81bdf58896a94e8122	year.2014	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:c0f1779c16d26bac92c4e32f	hash:sha256:012470a5940e5faf9b3691c92bc482d1c060f55533dcf18585f75bb9fd4920cd	VALID_BROAD_SENSORY	cleaned-output-atom:c1478b24235b1b6a81728890	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:1bbe75434eceb735c8a8ee29	SILVER	d9af60a268861eeae5e010ff031b263ffea04da333b120a462a27a9251e76627							
human-semantic-audit:2f4021623d3fbc37282ee14f	757	assertion-b2:e49b209022478ae410d1002d	family.ace_cup_of_excellence	artifact-b2:d8d046a7d71e9c0c25975f64	effective-b2:18de3fe3ee22d62eebeb7b4f	coffee-b2:cdf5147e3fcc342737515a95	year.2023	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:cc26e18280e0f70f32241f13	hash:sha256:5cc12d1c341174350f6547be6ada3d2046ea7de13120c2aa2e6e40c29d931e07	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:9fc84e56adbcc755c4f91bee	DEFECT_CONCEPT_CANDIDATE	concept-cluster:9fa60cc8bcb7e6d3c8e851a8	SILVER	d9bfbbc31ccb00775b35b49650509d6a38499a514e2aa8b8672f95bd25a30044							
human-semantic-audit:e1e286ea7d2674e5aa4856d0	758	assertion-b2:bd61b8fb3eedf6164b172ee5	family.ace_cup_of_excellence	source-artifact:3eefb671bcd1dc9711a0b12e	effective-b2:dee3188e52c9c22f7c1f4826	coffee-b2:597b17133d33eda35523a7ce	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:cd75063b613ddfc661b8908e	restricted://post20k_extension/assertions/assertion-b2:bd61b8fb3eedf6164b172ee5	QUALITY_EVALUATION	cleaned-output-atom:a3dbaf1675f1facc22600264	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:d842a09b57440a1ee337a61d	SILVER	da095cb559fe5522985da0def049f607faec4861b0edba139b618f8025ef968c							
human-semantic-audit:22c453cce1be74c52c18be5a	759	assertion-b2:1c2f4bb733327c3306076a06	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:77c9c315fc9eaa6ee8864bf0	coffee-b2:991b72456459d0bd640ceb57	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:1b35cfba043c1d10319eaf83	hash:sha256:1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	VALID_STRICT_FLAVOR	cleaned-output-atom:2f7eb45a61e3556d50295e1d	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:81e6113e43689f17fc21caa6	GOLD	da4ef711e044687b326ef4557e1fc4de424e44bdc238416ec96fa25fcb3aa657							
human-semantic-audit:b50f09a6cf1949598cd752f5	760	assertion-b2:d950621c64a7bbfe3cb5385e	family.frontiers_cenicafe_lengupa_trained_cuppers	source-artifact:8c7e3dcee15972eaff0cc5d7	effective-post20k:ee01551eebd23b5103b472da	coffee-post20k:73a940eb0525fe57161e0616	year.2026	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:ef77440b6f8382d4ce8d8cf6	restricted://post20k_extension/assertions/assertion-b2:d950621c64a7bbfe3cb5385e	VALID_STRICT_FLAVOR	cleaned-output-atom:b62174f6f7acfeb248408f05	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:4fed16163c6c0cd3e4093e69	GOLD	da668d8872636ca837cc831896a87e0a71bd7ee4825be4c7faf13b15054c65d6							
human-semantic-audit:b683ab21a148e67bcdb5df40	761	assertion-b2:70f61f7fdfd701095ecac392	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:1065fbd77e95c84598f045dc	coffee-b2:922de578b8533d18e94776c4	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:01e7c30f7fec479d601b6df8	hash:sha256:38f33da0e66c4fbb7c8644f43659d876b4d350eae9c74c897a0c69d327506a94	MODIFIER_ONLY	cleaned-output-atom:774d5aab600243f6399bc494	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	BRONZE	da9d62d6bf5c22ca8e30d9f20377545e162ad4f72b9c471fd1e37e9a36ecf9e1							
human-semantic-audit:9b2b53057222d642c7772cce	762	assertion-b2:eacc4766fdf552ab608178a0	family.ace_cup_of_excellence	source-artifact:d3d3da859149234adaa10bb6	effective-b2:e522b1b78bbdedc756863644	coffee-b2:53e676f911fc19ca148e1ec8	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:01842e72f4c95161aca08ff6	restricted://post20k_extension/assertions/assertion-b2:eacc4766fdf552ab608178a0	UNRESOLVED	cleaned-output-atom:fac2d8cef2b6fb16196e6573	UNRESOLVED	concept-cluster:cfb4e69f70bc3e6748d75dae	SILVER	daf10ca12ad6a4d643d232833395677043d3b565d3f3786aceac1bfd4edbf621							
human-semantic-audit:949653a8b4b6674a8e5a2d19	763	assertion-b2:694bd0fb9c8d3be1d3275442	family.ace_cup_of_excellence	source-artifact:4fc68893dfc38572b006e349	effective-b2:fef5e409c0137ab3bc11271b	coffee-b2:5e3373552d15af91eeabb12b	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:ee4ee40e0f00f0e03eb18b92	restricted://post20k_extension/assertions/assertion-b2:694bd0fb9c8d3be1d3275442	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:619885b6102a00292ea48d3a	NON_DESCRIPTOR	concept-cluster:924e64fafe08eb32cbc072ff	SILVER	db115482bae8a33228e828675769dcf1a222fd9092ce5a77c6225dd34bc8f127							
human-semantic-audit:cedc3e9b53567dd0097c1da8	764	assertion-b2:0bd3b8865a89e90e7bee5e6d	family.ace_cup_of_excellence	artifact-b2:c111de23e1f6b723ac2968b4	effective-b2:adb442698ae25963e52283ac	coffee-b2:e3dd5056956d2318ae03ad97	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:141395eb35564fe50baa1839	hash:sha256:7ad53a57994c1d7de3513fff8978b38631fd6c015e13b8c85ecf99d2a8e733a9	NON_DESCRIPTOR	cleaned-output-atom:d1097fd8507518ef8934a271	NON_DESCRIPTOR	concept-cluster:7319e2768506beb897bc0ecd	SILVER	db2c27f03512ec64d6458bca3561fc24919e6aa256040a55cf8b4ad94ba388b5							
human-semantic-audit:525ff56e4e25193eacbe3b77	765	assertion-b2:74351be561cecaa927fcd71d	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:2595f13e76fee143a8518110	coffee-post20k:127f8eb199ed7c6254b7181d	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:f97e9da0e3b879f0a9df979a	restricted://post20k_extension/assertions/assertion-b2:74351be561cecaa927fcd71d	NON_DESCRIPTOR	cleaned-output-atom:38055fdb29fe265341c84351	NON_DESCRIPTOR	concept-cluster:253aa868967b741f0a564e37	GOLD	dbb4ae91872879e3dd3be1db28d432c68cf8dadedb3941a3e3c4cf1c3b06fe3d							
human-semantic-audit:da245ee418b8db0b95d307be	766	assertion-b2:369702ff91b714b5a60c6bd7	family.frontiers_cenicafe_lengupa_trained_cuppers	source-artifact:8c7e3dcee15972eaff0cc5d7	effective-post20k:989ad8d6489e8792f5d93e71	coffee-post20k:d8a1fb7957e65e3452394441	year.2026	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:38f44036ae68efe76e87d7a7	restricted://post20k_extension/assertions/assertion-b2:369702ff91b714b5a60c6bd7	VALID_STRICT_FLAVOR	cleaned-output-atom:f5ea0090f6a50085c86438ee	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	concept-cluster:8711ff229b194f42c1846c56	GOLD	dbc8183e9b58ee6493f3cf27b597ef7b2521c11201f10b80019739ee415685da							
human-semantic-audit:2414721697aecef6048927a3	767	assertion-b2:8302648f80a1e0e623483dbe	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:570760f174dc36168f7212c1	coffee-b2:cd120abd70bfe363f69d0659	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:b3f81d93ef6e7cdaed52d412	hash:sha256:04f910d02109b356a848028ef8a095d96e5820f25db907e23dbaae0c1f73a4ac	VALID_BROAD_SENSORY	cleaned-output-atom:8bdfd067b99da211b5c93a28	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:9f993f5ff6139d33e80cbe32	BRONZE	dc78d845aa57309551e925c1e5b624e0f7290dc8e8bf66073dc222b35280b4b2							
human-semantic-audit:415aa827ccaf3f0668cf320f	768	assertion-b2:91f5e545f58e392f56affa8b	family.ace_cup_of_excellence	artifact-b2:3f2526fd3de896933b06e3d4	effective-b2:64e61546f17dd658d94225e5	coffee-b2:6f94c352723aae1b2a96627e	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:15d260999cd570932da701f8	hash:sha256:d9da0e613f3fe097c6e77729943221adcd21ee32ddcaf955d4c166b52e42f40a	VALID_COMPOUND_SPLIT	cleaned-output-atom:4a0d6ecfa582832bf3886d63|cleaned-output-atom:d10ad9197d03153ade7cc59f	UNRESOLVED|MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:4e7401e94112e271fcdab670|concept-cluster:e0b6b05a6bb4b3d9ae198883	SILVER	dcc7ea4becc206bcc96b0eae04f570890753430a9464c743449f704631f3132e							
human-semantic-audit:5e1fc49e2696b51a902abcc4	769	assertion-b2:68afa32a69f0e06dd04b3a17	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:7ea70374ea0e51954d4325b0	coffee-b2:474aee4627ba61bc4a532c17	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:f9b0078b5df596d2ea19010c	hash:sha256:f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	MODIFIER_ONLY	cleaned-output-atom:2b717fb458b18f5c1e836755	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:3f99d3a824f8997c4a83b076	GOLD	dcd653c9e7fb1c15cc482c1776032a3be2f2bd9f36d68d33555014cce6dd510e							
human-semantic-audit:b6887631d59cc6b7b77841b4	770	assertion-b2:cfc1b125498cd8a952e9b954	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:23b8b1fca8c45602a48285b2	coffee-b2:cc717793e8d11a030997714d	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:2fa1972bf792981d0e9e4d03	hash:sha256:7009374e9f5eb2d5050f5471c697fd6cb3091a05abf25dbc2ee9d34c6b11c79d	VALID_STRICT_FLAVOR	cleaned-output-atom:6d8156c9a2d3761d28fdca6e	AMBIGUOUS_CONCEPT_BOUNDARY	concept-cluster:357590a2af0dbde1d4dc5ab9	BRONZE	dce37865843bf58e2315c0107984bf8a5bf58921d34888ac11ee4900861f941f							
human-semantic-audit:f26127c3c8898af95ecd64b6	771	assertion-b2:cec1113885514fa74362fe68	family.ace_cup_of_excellence	artifact-b2:916d7f82f2f33d698d788718	effective-b2:88d4002d6ad2bce02af4bee6	coffee-b2:2e548d0980f18b3b19b8d10c	year.2026	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:289db2a8f7cf6241e998d286	hash:sha256:17b1490fa46721dcbea71fd8b32c0706f00a41e4190a9769542d085f7484afbd	VALID_STRICT_FLAVOR	cleaned-output-atom:ecf529e7c90ef24e2ef87613	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:c167028914190fcf5060f318	SILVER	dd703b58a360b37a47a2be8b3f5e123fd4edaff71f18a25cbd94b69a6c7f89ad							
human-semantic-audit:f1691b47822613872a6722d6	772	assertion-b2:ccbda8141651b05909a11ce7	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:cc8c82e9549c51a6abcc1175	coffee-b2:8ade29e6bec5701efe22ce80	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:447f7f5c325ea17e635bef91	hash:sha256:ba858b1eaf22682415ef64e521d70e0899bb108c22da751a5c99ac837a8fdc3e	MODIFIER_ONLY	cleaned-output-atom:9da898856218c8a14078c716	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:373f2527a0243c843fabdf22	GOLD	ddf00f6fbc32e46cd5588e71b7d4a810847fdb5a87063752cd4d8bc6e6ee9628							
human-semantic-audit:103dd0789fc5d052b50dc86b	773	assertion-current:b4101a38ab9512fa06759ae0	family.ace_cup_of_excellence	capture-current:0716d43dedbfcb99393e7f81	effective-current:1cf75637c208a1513d29c617	coffee-current:1cf75637c208a1513d29c617	year.2009	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:6815f3c300383519de8e4374	hash:sha256:aa56ed6fb422135994486c580bcc477b959101421e8aaf752532104779547de0	UNRESOLVED	cleaned-output-atom:5f6d126da9169ed7795d039f	UNRESOLVED	concept-cluster:a82cb8fb5745af4322c4acd9	SILVER	de1f8a51aaf54f40f4de18310fa55893b859b24f78dfc13b0609e0534e08f301							
human-semantic-audit:f7078fb5b5c45532939ce942	774	assertion-b2:314ee2542918c3a50a544ecd	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:2fb1f59f403eb1880d5f488a	coffee-post20k:24f57260c94f47c470ceb118	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:039b3254950cfd6e62ea76ed	restricted://post20k_extension/assertions/assertion-b2:314ee2542918c3a50a544ecd	VALID_COMPOUND_SPLIT	cleaned-output-atom:2e867d867cadbaf598969b34|cleaned-output-atom:ac7bce962e04a280a693f86c	GENUINE_ONTOLOGY_CANDIDATE|EXISTING_CANONICAL_EXACT	concept-cluster:3918c21a81dab5cdf6b4f38a|concept-cluster:af5cfea7fb578d5ae07545f5	GOLD	de370253060c4872c1b540532b3575d66ee1ebbba89e480e3340eb60f77e4360							
