review_item_id	priority_tier	provisional_normalized_form_id	assertion_count	effective_record_count	source_family_count	year_count	unresolved_assertion_count	strict_assertion_count	broad_assertion_count	mapping_methods	mapping_confidences	mapping_bases	rights_states	distribution_gap_affected	machine_recommendation	reviewer_decision	reviewer_reason
review-cluster-current:0191b8894a08d39d00109f2c	P3	provisional-form:f3a22c1ce8e0a5a963937038	19	19	2	9	18	19	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:8cbee27b1cafdd9339775e94	P3	provisional-form:f898cb1f16b1e45f23aebdd5	19	19	1	8	19	19	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:723b91908ca49fc6420ab096	P3	provisional-form:e676c67ba14337a056b0f125	19	19	1	7	17	0	19	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:500dc4070a441461863d48e1	P3	provisional-form:09f04951af4cd503877815fd	19	15	1	1	0	19	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:85dec27b80e9045ded83033c	P3	provisional-form:57f64f1b45572420f70df635	18	17	2	11	13	18	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:5121f47289131a08454397c4	P3	provisional-form:c16a53f912ffe00d337fc477	18	18	2	8	17	18	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:381f334b28dda024c7f7db09	P3	provisional-form:c06b0cfe0cc5e900c5778448	18	17	2	2	1	18	0	DOCUMENTED_ORTHOGRAPHIC_ALIAS|NFKC_CASE_SPACE_PUNCTUATION	0.990000	BATCH2_APPROVED_SPELLING_OR_PLURAL_ALIAS|CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:eafc76264dc72a28b8f33dc7	P3	provisional-form:80e5b5a554cccea7aad01d91	18	18	1	8	18	18	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:69a26318cdc5102c7ae7b735	P3	provisional-form:96bfe06cb3316f5bd618803f	18	17	1	5	18	18	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:4c8895a11d203eb65540ddc7	P3	provisional-form:3609eddbc36b1a391389f1d1	18	18	1	4	18	18	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:641d052bdec5802c81df5c94	P3	provisional-form:d0dccc851781f55eb0c7e01c	17	16	3	10	14	17	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:5a689f95598ecbf7a37fc9a2	P3	provisional-form:cdc56610ee59993ee752f47d	17	17	2	9	16	17	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:4f92b4b66b9ac6ef387994a9	P3	provisional-form:f61ff4a4c92d6a663f4b5c66	17	16	2	7	16	17	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:124fde52c2217113bef09968	P3	provisional-form:8c39c63488260c318aea4cb0	17	17	2	6	16	17	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:088ff81d2f35e69540594327	P3	provisional-form:c7c7eb1087c4e24d4c121b65	17	14	2	2	1	17	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:52f8869e329738b20a967c73	P3	provisional-form:32b9a4fe16405c1ef5352788	17	17	1	9	17	0	17	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:3b3b2219485fb50b71948476	P3	provisional-form:08ddff4ebe39249a9208cd30	17	17	1	7	17	17	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:f232209b04aacfe4ce549bd2	P3	provisional-form:3df17b92d63c1eb0fd5cddac	16	16	2	8	15	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:14160f0b4168157b9a179dd9	P3	provisional-form:13cc358c604102b8449c4760	16	15	2	6	14	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:1b1cc6fa2c5faef2dcb3e743	P3	provisional-form:f1bc1abd2c1542f016311238	16	16	2	6	13	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:d3907c2e8f1c480ee8b3ddfa	P3	provisional-form:f2b764032ffd79a52a80d455	16	13	2	4	5	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:5d169ed99fbe5f36217d05d1	P3	provisional-form:8825e76530f87ff5c737b325	16	14	2	3	2	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:93af1bcf4f7fe562de5210d4	P3	provisional-form:51b30c3940f1ac5c337c31fd	16	16	1	10	16	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:48cc95fc82d3b592e4c99a47	P3	provisional-form:6ac28f91b0345fa7aef40588	16	16	1	8	16	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:95abc0183fdfc11046d0b706	P3	provisional-form:6c929ce0df7ff525e8ead8fc	16	16	1	8	16	0	16	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:5adc5f7696da863221a347d4	P3	provisional-form:99a5ec8dee37605d9718ee4d	16	16	1	5	16	16	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:fd13f855c99d4a511b69108a	P3	provisional-form:8e1dee69c7fd4f27ae10cf45	15	15	2	8	14	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:907a0692632602e690244377	P3	provisional-form:09521b1c55b7146b1dd2ce12	15	15	2	6	12	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:d942386ebbec9f978731de2f	P3	provisional-form:dba75bc4aff64c430e14530d	15	15	2	6	7	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:b7890f1fc09eb82b503c46b1	P3	provisional-form:1220e192481b60ee7b4a3005	15	15	1	6	13	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:bbdebdab25b90847bd1a4dda	P3	provisional-form:98d1b510cac3e4d33bebbdc9	15	15	1	5	15	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:5a8e0a4259e3038c336fcd39	P3	provisional-form:0bc0b1927a1719c500ccafcd	15	15	1	3	15	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:599a27539f7d54501940ec80	P3	provisional-form:b581aa020dc5c49baeba98fc	15	13	1	3	15	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:413264fcd67069ffd2b87fcd	P3	provisional-form:c320bcf263fee599a9eb9154	15	15	1	3	15	15	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:c68251553c8219bb346ee8e7	P3	provisional-form:7baa68f2418ba82d2545a780	14	14	3	5	7	0	14	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:e7247385ab7e71d731a910f3	P3	provisional-form:3ae755cc6122a54cc873e3ba	14	13	2	8	9	14	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
